SourceID,TargetId,NameSimilarity,IsSourceContainer,IsTargetContainer,AbstractionLevelSeparation,IsSourceRequirement,IsSourceDiagram,IsSource Architecture,IsSourceSourceCode,IsSourceUnitTest,IsTargetRequirement,IsTargetDiagram,IsTargetArchitecture,IsTargetSourceCode,IsTargetUnitTest,Related,Provenance
di49C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc0C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1
di50C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc1C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di51C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc2C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di52C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc3C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di53C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc4C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di54C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc5C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di55C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc7C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di56C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc8C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di57C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc9C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di58C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc6C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,0.8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di59C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc10C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di60C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc11C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di61C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc12C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di62C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc13C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di63C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc14C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\MazeView.graphml,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
di64C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc0C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\PrimaryFrame.graphml,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1
di65C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\UML\Revision19\GraphML\OldVersion\generatedUML.graphml,sc1C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\MazeSolver\Evaluation Files\GeneratedXML\Revision19\OldVersion\PrimaryFrame.graphml,0.857142857,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
sc0C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\fitness\TruthTableFitnessFunction.graphml,ut0C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\fitness\TruthTableFitnessFunctionTest.graphml,0.862068966,1,1,0,0,0,0,1,0,0,0,0,0,1,1,2
sc12C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\fitness\TruthTableFitnessFunction.graphml,ut3C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\fitness\TruthTableFitnessFunctionTest.graphml,0.647058824,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
sc12C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\fitness\TruthTableFitnessFunction.graphml,ut4C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\fitness\TruthTableFitnessFunctionTest.graphml,0.647058824,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
sc12C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\fitness\TruthTableFitnessFunction.graphml,ut5C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\fitness\TruthTableFitnessFunctionTest.graphml,0.647058824,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
sc13C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\fitness\TruthTableFitnessFunction.graphml,ut6C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\fitness\TruthTableFitnessFunctionTest.graphml,0.727272727,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
sc13C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\fitness\TruthTableFitnessFunction.graphml,ut7C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\fitness\TruthTableFitnessFunctionTest.graphml,0.375,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
ut0C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\job\EvolveDataTest.graphml,sc0C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\job\EvolveData.graphml,0.714285714,1,1,0,0,0,0,0,1,0,0,0,1,0,1,2
sc0C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\salesman\Salesman.graphml,ut0C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\salesman\TravellingSalesmanTest.graphml,0.363636364,1,1,0,0,0,0,1,0,0,0,0,0,1,1,2
sc12C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\salesman\Salesman.graphml,ut5C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\salesman\TravellingSalesmanTest.graphml,0.193548387,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
sc14C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\salesman\Salesman.graphml,ut6C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\salesman\TravellingSalesmanTest.graphml,0.65,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
sc13C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\salesman\Salesman.graphml,ut6C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\salesman\TravellingSalesmanTest.graphml,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
sc0C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\AveragingCrossoverOperator.graphml,ut0C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\AveragingCrossoverOperatorTest.graphml,0.866666667,1,1,0,0,0,0,1,0,0,0,0,0,1,1,2
sc12C:\Users\Ildi\Dropbox\PhD\SharedBackup\Evaluation\JGAP\SourceCodeGraphml\Impl\AveragingCrossoverOperator.graphml,ut4C:\Users\Ildi\Dropbox\PhD\SharedBackup\Traceability\ML-2\GeneratedCSV\UnitTestIds\TestCasesGraphml\Impl\AveragingCrossoverOperatorTest.graphml,0.538461538,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
